,#N/A,11,1305,1484,"Sometimes, I'm just sitting there, watching life unfold around me, and it's like I'm on the outside, looking in. I see my friends, my family, strangers even, just living their lives. They're laughing, connecting, enjoying the little moments that make life worth living. And I'm just there, watching. I want to join in, I really do, but it feels like there's this invisible wall between me and the rest of the world. I try to reach out, to connect, but my hand just slides down that wall, leaving a cold streak in its wake.

It's like I've forgotten how to live, how to be a part of life. I remember, though. I remember the warmth of a hug, the joy of a shared laugh, the comfort of just knowing someone is there for you. But those memories feel like they belong to someone else, not me. It's like I'm stuck in a dream, and I can't wake up.

And the worst part is, I know it's all in my head. I know I'm the one pushing people away, convincing myself that they don't care, that I'm a burden. But knowing that doesn't make it any easier to stop. It's like I'm trapped in my own mind, a prisoner to my own thoughts. I'm just... tired. Tired of feeling this way, tired of being alone. But most of all, I'm tired of pretending everything's okay when it's not. It's just... hard, you know?"
,#N/A,12,1552,1430,"You know, grief is a peculiar thing. It hits you in waves, like the ebb and flow of the ocean, and some days, it feels like a tsunami. Ever since I lost her, my life's been something akin to a ship lost in a storm. Sometimes, it's just a drizzle, when I find a note written in her handwriting, hidden away in a book. It stings, yet somehow, I manage to go on. But then there are days when everything comes crashing down like torrential rain, like when I wake up reaching for her on the other side of the bed, only to find cold, untouched sheets. 

On those days, I find myself adrift in this vast ocean of grief. It's as if I'm sinking deeper and deeper into the murky depths, every breath taking more effort than the last. I can feel the icy water seeping into my bones, but strangely, it feels comforting. It's familiar, like her voice whispering in my ear, promising me solace.

I don't know how much longer I can keep sailing this storm. Every day, it's a battle against the raging waves, and I can feel myself growing weaker, my grip slipping. I look around, searching for a lighthouse, a beacon to guide me to shore. But all I see is a never-ending sea of darkness. I realize that the sun is supposed to rise, that there should be a light somewhere to guide me, yet all I feel is this unending midnight.

I've always prided myself on being strong, on being able to handle whatever life throws at me. But losing her, it feels like I've failed. I failed to protect her, to keep her safe. And now, it feels like I've failed at life. That's the thing about me. I've always been an all-or-nothing kind of person. If I can't do something perfectly, I feel like I shouldn't do it at all. 

So here I am, stuck in this perpetual storm, feeling like a failure. And the call of the abyss, it’s increasingly tempting. Like it’s promising me an end to this never-ending struggle, a reunion, maybe. I don’t know. I’m just so tired, you know? Of fighting, of hurting. And that bitter cold, it’s starting to feel like a welcome respite from the relentless onslaught of pain. It’s like I’m drifting further and"
,#N/A,13,1560,1529,"Yesterday, I was sitting at the park by myself, watching this group of kids playing softball. They were laughing and cheering, and their parents were clapping and yelling encouragements from the sidelines. It was such a lively scene, yet it felt like I was looking at it through a dirty glass window. I was there, but I wasn't part of it. I mean, how could I be? The joy, the camaraderie... it seemed all so distant and alien. I don't know when exactly I stopped feeling a part of life's rhythm, but I know I'm not in tune with it anymore. It's like everyone else is dancing to a melody, but I'm just standing on the dancefloor, not hearing any music, not feeling any beat. 

And it's not that I haven't tried to dance. I have, you know. But every time I do, it feels forced, mechanical. Like I'm just going through the motions, but my heart's not in it. So, I just end up sitting at the fringes, watching everyone else enjoying the rhythm of life. It's kind of like when I was back in school, always on the outside looking in. The other kids, they’d call me ""emo"" just because they saw the marks on my arms. My friends turned their backs on me when they found out. Even my family doesn't understand. I mean, why would they? They're all part of the dance, part of the rhythm. 

I sometimes think to myself, is it really worth it? Constantly trying to fit in, to be a part of something that seems so unreachable. I mean, what's the point if I can't feel the beat, if I can't enjoy the dance? Maybe that's why my friend took his own life. Maybe he too was tired of trying to dance to a rhythm he couldn't hear. Maybe he found his own way out of the dancefloor. 

But then again, maybe I'm just overthinking. Maybe it's all in my head. That's what the shrink says anyway. She says it's a cognitive distortion, that I'm just jumping to conclusions. But what does she know? She's not the one stuck on the dancefloor, trying to move to a beat she can't hear. It's easy for her to say I should join the dance when she can't even comprehend the silence I'm engulfed in. But then again,"
,#N/A,14,1478,1377,"You know, there are times when life feels like an impending final exam that I'm perpetually unprepared for. Every day feels like a pop quiz, and it seems that no matter how many hours I put into studying, I'm unable to break free from this cycle of underachievement. It's as if the world around me is bursting with the vibrant colors of success and I'm stuck in the monochrome of mediocrity.

There's this constant weight, this invisible backpack filled with textbooks and expectations, that I carry around with me, day in and day out. The load grows heavier with each passing day as the pressure to succeed, the need to be perfect, and the fear of failure pile on. The constant evaluation is suffocating.

There are moments, rare and fleeting, when I imagine what it would be like to just set it all down. To simply quit the race, to stop spinning in this hamster wheel, and just... disappear. Like a candle that's burned out, a soft and quiet extinguishing. And in that brief moment, there is such an alluring sense of relief, of freedom from this relentless pursuit.

But then, there's guilt too. The guilt of attributing a friend's sadness to something I might have said or done, though in reality, it could be for a thousand other reasons. The guilt of feeling responsible, of blaming myself for things I can't control. It's like wrapping myself in chains, tightening them every time I feel like I've let someone down, every time I feel like I'm not enough. It's a constant reminder that says, ""You don't deserve to be here.""

And yet, despite these thoughts, there's always a glimmer of hope that keeps me going, like the promise of a sunrise after a long, cold night. I keep moving, one step at a time, toward the light at the end of the arduous tunnel. I keep trying to convince myself that it's okay to be imperfect, that failures don't define my worth, hoping that one day, I'll truly believe it."
,#N/A,15,1387,1597,"Lately, I feel like I'm watching life from the outside looking in. I see others going about their day, smiling, laughing, enjoying the rhythm of their everyday lives. Like last week, when my neighbor's family had a barbecue. The smell of grilling meat wafted over my fence, children's laughter floated in the air. It felt like a scene from a movie, something I could never be a part of. I was just the observer, trapped behind my window, lacking the energy or will to even wave hello. 

Everything is so heavy, like there's a weight pressing down on me, on my chest, my mind. I can't shake it off, no matter how hard I try. Yesterday, I couldn't even bring myself to get out of bed, let alone do my homework or eat properly. I can't help but think everything would be easier if I just weren't here anymore. 

Every day is a struggle. I'm only 14, and yet, it feels like I've lived a lifetime of pain and confusion. My emotions are like a rollercoaster I can't get off of. I get so low, so dark. I hurt myself. And then, suddenly, I'm fine. It's like a switch flips, and I don't understand why or how. It's like I'm stuck in an all-or-nothing cycle and can't break free.

I'm scared, you know. Scared of what people might say or think if they knew. If they knew about the thoughts that creep into my mind when I'm at my lowest. Would they look at me differently? Would they pity me? Or worse, would they just dismiss me, like this is something I can just snap out of?

I feel so alone in this. I know my mom understands, she's going through it too. But even that connection feels distant, like we're both adrift in the same stormy sea, unable to reach out and save one another. 

It's like I'm slowly fading away, becoming a ghost of my former self. I don't feel real anymore. I just feel...numb."
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
death-to-me,1,537,,,
Death-Not-Me,538,1071,1,142,"You know, it's like I'm stuck in this never-ending loop of haunting uncertainty. Picture this, I'm in the middle of this sea, the waves are relentless, each one crashing onto me with an unyielding fury, representative of the financial pressures that I can't seem to escape. It's a constant struggle, keeping my head above the water, gasping for breath, and then another wave hits, pulling me further into the depths of my economic insecurity. I can't help but wonder if I'm the cause of my own downfall, like, did I bring this storm upon myself? Did I set into motion these waves that keep crashing onto me?

At times, I find myself caught in this labyrinth of thoughts where I feel responsible for everything that's happening around me. It's a peculiar feeling. Like that time when my friend was upset, and I thought, did I say something wrong? Did I not do enough to help? Then, I realize how absurd it is. To think that I have such control over the universe that I can make or break someone's day, it's laughable. Yet, there's this incessant guilt gnawing at me, making me feel undeserving of being here.

You know, it's not that I want to inflict any harm on myself or cause a scene. It's just that sometimes, I wish I could slip into oblivion, you know, like disappearing into the shadows, fading into the background. But life doesn't work like that, does it? It just keeps going, no pause button, no reset. It's like being on a treadmill that never turns off, where slowing down isn't an option, and all you can do is breathe and try to keep up. Yet, there's always this tiny part of me, hidden deep within, that silently yearns for a respite."
Life-Not-Me,1072,1605,2,344,"You know, it's strange. I've started waking up before dawn lately, just lying there in the quiet, trying to figure out when my life began to feel like a game of hide and seek that's gone on for too long. It's an unsettling realization when you start feeling this profound sense of loneliness, like you're stranded in the middle of the ocean. The waves, they're like these conversations and interactions I have with people - they come, they go, they make a lot of noise, but ultimately, they leave me stranded in the same place. 

Feeling unseen, that's been messing with my head a lot lately. It's like I'm there, in a room full of people, but I'm invisible. Like I'm saying something, but no one is really listening. It's this odd sense of being emotionally abandoned even when you're surrounded by people. It's a weird loneliness, really, like I've been forgotten in this crowd of faces. It's like I can disappear, and no one would even notice.

And then there's this constant pressure, like a weight I've been carrying around. I feel like I'm always racing against time, trying to tick off these boxes of expectations - from my family, from my friends, from myself. But, it's like I'm running on a treadmill. No matter how hard I try, I'm just stuck in the same place, constantly out of breath, and just too damn tired.

I guess, in the end, all these feelings, they kind of blur together. It's like I'm seeing life through this cloudy lens, where everything's just out of focus. It's hard to explain, but there's this yearning, this wish to just fade out, to blend into the background. Like a shadow at sunset. To just not exist, for a while, at least. Maybe then, the noise inside me will finally quieten down."
,,,3,156,"You know, sometimes life feels like an endless maelstrom, like I'm caught in the eye of a storm that just won't let up. It's like high school all over again—remember how they used to exclude me? Called me names, laughed at my quirks, made me feel like an outsider in my own world. That feeling never really left me; it's like a scar that's faded but is still there, a constant reminder of past hurt. I feel as if I've become a shadow of myself, hiding to avoid the pain.

Society has this strange way of making you feel small, especially when you're different. It's like being in a room full of mirrors; each reflection just amplifies the flaws, the things you lack. I try to be myself, but then I end up feeling like a stranger in my own skin. It's like there's this ugly duckling inside me that no one wants to see, not even me. 

And it doesn't help that my mind is my worst critic. It always finds a way to remind me of my failures. Every mistake, every stumble, it remembers them all. It's like this constant echo, ""You're not good enough. You'll never be good enough."" It's like quicksand, the more I fight it, the deeper I sink. 

You ever have those days when you just want to disappear? Like you want to step off the edge of the world and fade away? Some days, it seems easier than fighting, than swimming against this relentless current. It's like being lost in a dense forest, where every direction looks the same and the path back seems to have vanished. The harder I try to find my way out, the more I feel like I'm sinking into the earth, becoming one with the shadows.

I feel like I'm just treading water in the middle of the ocean, and I'm not sure I want to keep swimming anymore. It's exhausting. Sometimes, it's like I'm disappearing, bit by bit. Being invisible, it's a strange comfort. No expectations, no judgment. It's just... quiet."
,,,4,209,"I've been out of a job for months now. It's an eerie silence that follows the initial chaos, the desperate search for a new post, the hopeful interviews. And then the silence, punctuated only by the disappointment of rejection letters. My existence feels like an unending weekend, one that stretches on and on, with no place to go, no purpose to serve. 

Every morning, I wake up to the glaring reality of my situation. The unmade bed, the cold coffee, the stack of bills on the kitchen table. I go back to my bed, not because I'm tired, but because the world outside seems too bright, too alive than I can handle. I remember people telling me 'this too shall pass', but it feels like an empty cliche now. 

And then, there's this constant nagging thought in my head. It's like a broken record, playing on repeat. 'You're not good enough. You don't matter. You're a failure.' With each passing day, the voice in my head grows louder. It's not just about the job anymore. It's like everything I've ever accomplished, every relationship I've ever had, every dream I've ever chased has been tainted with this one failure. 

Lately, it's like I've been existing behind a foggy window. Life's colors seem dull and muted. The hustle and bustle of the city feels like a distant echo. I'm going through the motions, doing what needs to be done, but it's like I'm under water, the world distorted and far away. 

Sometimes, I wake up and think about how it would feel to not have to fight anymore. To let go of all these battles that I've been fighting — against the world, against my own mind. I wonder what it would feel like to just...stop swimming against the current, and let the waves take me wherever they want to. Just for once, it would be nice not to care, not to worry, not to feel anything at all. But then, I wake up to another day, another battle, another chance to make things right, and the cycle continues."
,,,5,140,"You know, ever since I lost my job, life's been... different. It's like I've been living in this weird, stagnant phase, where the days just blend into each other. I used to have a routine, a purpose, but now it's like I'm just floating, a ghost in my own life. I mean, I've been sending out resumes, hitting up my contacts, but there's only so many times you can hear ""we'll keep your resume on file"" before it starts to feel like a personal rejection. 

Every refusal feels like a confirmation of this narrative I've built in my head. I make one small mistake, forget to attach a file, misword a sentence in a cover letter, and suddenly I'm spiraling. I think, ""Of course they didn't hire you, you can't even get this right."" I label myself a failure, and that label just sticks, you know? It's like I'm carrying this constant reminder of my worthlessness, and it's just so damn heavy.

Waking up each morning, knowing that I have to face another day of this, it's exhausting. I just lie there, staring at the ceiling, my mind whirling with all the things I should be doing, but I can't bring myself to move. I think about what it'd be like to not worry about job interviews, not stress about bills, not have to put on a brave face for everyone. 

Sometimes, I find myself yearning for this... deep, eternal sleep. Like a hibernation of sorts, but without the promise of waking up to a new spring. Just an endless rest, a respite from this constant, gnawing feeling of inadequacy. It's a dark thought, I know, but it's there, creeping up on me on my worst days. I just want to fade away, to not exist anymore, to not have to carry this load that's weighing me down. It's all so overwhelming, you know? Sometimes I just wish I could stop... everything."
,,,6,794,"Life, it catches you by surprise, doesn't it? One minute you're laughing with your best friend at some goofy joke he cracked, the next you're standing by his graveside, unable to believe that he's gone forever. The world moves on, but you're stuck in that moment, in that crippling pain. Yet, there's an odd sense of comfort in that pain, a familiarity that becomes your only companion. 

That's how it's been these past months, ever since he left us. I walk through my day, pretending to be okay, pasting on a smile, holding conversations. But inside, I'm numb, empty. Like a hollow shell, going through the motions but not really there. Sometimes, I sit on my porch in the evenings, watching the world around me. The sky, it bleeds into these beautiful hues and all I can think of is how he loved sunsets. I wonder if he's watching them from wherever he is now. And I can't help but feel this pull, a longing to see him again, to hear him laugh, to just be with him, you know?

There's this thought that keeps popping up in my head. What if life is just a series of endless pains and disappointments? What if there's no light at the end of the tunnel? What if this is all there is? It's a terrifying thought, isn't it? And yet, it's comforting in its own messed up way. Because if that's true, then maybe this is just how it's supposed to be. Maybe I'm not broken, just human.

I think a lot about death. Not in a morbid sense, but in a curious way. What does it feel like? Is it peaceful, like slipping into a deep sleep after a long, tiring day? Is it like finally reaching the end of a marathon, dropping the heavy load you've been carrying and just... resting? I don't want to die. I don't. But I'm so tired, so worn out. I just want to rest, to feel light, to be free from this crushing pain. It's not that I want to disappear, or hurt myself. I just... I just want to breathe without it hurting so much. It's a feeling I can't shake off, this desire for peace, for rest. To just not be, for a while."
,,,7,655,"You know, I've been reading these novels lately, right? They're filled with people who, despite their unique circumstances or backgrounds, all seem to grapple with their own set of challenges. Just like me, some of them battle with feelings of loneliness, and not the type that goes away when you're surrounded by people, but the kind where you're in a room full of laughter and conversations and you still feel unseen. Disconnected. As if your presence, or its lack, would leave no dent on the fabric of reality.

You know what's funny? It's that, despite how I feel, I've still got this thriving social circle – friends, colleagues, acquaintances, you name it. But there's this nagging feeling that despite having all these connections, there's still this gaping chasm between what I have and what I yearn for. And it doesn't help that every time I do or say something off-kilter, I immediately label myself as a failure. Not just for that situation, mind you, but as if that single mistake defines me entirely. It's as if I'm walking around with a 'loser' post-it note stuck on my forehead.

Now, I've been told that it's not healthy to think that way, but it's harder to change than it seems. It's like trying to shake off a shadow. The more I try to escape it, the more it clings. Sometimes, when the weight of it all becomes too unbearable, I just wish to get lost in the pages of those novels. To become a silent observer, detached from the reality of my own existence. Not in a morbid way, not really. It's more like the allure of... a vacation, you know? A break from the ceaseless battles that I seem to be losing more often than not.

Not to sound too dramatic, but it's as if I'm yearning for an extended hiatus from the burdensome role I play in this world. The persistent struggle, the feeling of being constantly at odds with myself, it just gets exhausting. But hey, maybe it's just the fatigue speaking. Life's just hard sometimes, don't you think?"
,,,8,730,"You know, life is a funny thing. There's a certain beauty in the mundane, like savoring your favorite latte in your regular coffee shop, watching the world move in its own rhythm, each soul oblivious to your existence. But sometimes, this white noise of existence turns into a static buzz, deafening, disorienting, wrapping around your mind like a shroud. It's like living in a house that doesn't feel like home. 

In my own family, it's like existing in a play where everyone's forgotten their roles. Emotional neglect is the elephant in the room, tiptoeing around conflict, and I, the silent observer, stand on the sidelines wondering if I am the misplaced piece of the puzzle. You feel like an alien, an outsider in your own living room. It's like standing in a room full of mirrors, each reflection distorted, each image a stranger. 

And then, there are the brick days. You know, the ones where you carry around the weight of regret, disappointment, failure. It starts with a small mistake, a misplaced word, a forgotten duty. It spirals, magnifies, echoes in your mind, ""You are a failure."" The label sticks, engraves itself into your soul, a tattoo of self-reproach. It's a loop, a cycle, a vicious circle that keeps spinning. 

The weight is a constant companion, a shadow that lengthens with each passing day, a ghost that whispers in your ear, ""Imagine not bearing this burden anymore."" It's a dangerous train of thought, a dark tunnel with no end in sight. You can't help but resonate with the tragic tales of others, their surrender echoing in the hollow chambers of your heart. They talk about freedom, release, an end to the torment and you find yourself yearning for it, for the peace it promises. 

You paint a smile on your face, a facade so convincing even you start to believe it, if only for a brief moment. You assure everyone, ""I'm fine."" But deep down, hidden beneath layers of pretense and denial, you wish you could just...let go. Vanish into the nothingness, dissolve into the wind, evaporate into the ether. Exist without the pain, without the weight, without the guilt. It's a dark thought, you know, one that sends shivers down your spine, but you tuck it away, bury it deep within,"
,,,9,982,"Everything just feels so heavy. It's like I'm carrying around this massive weight that I can't put down, no matter how hard I try. It's not just my pain, either. I see other people hurting, struggling, and it just mirrors back my own suffering. There's this guy at work, for example, whose wife just died. He's absolutely shattered, and seeing him like that... it just feels like a sick reflection of my own state of mind. It's not that I can imagine what he's going through, but his visible pain just grabs hold of my own aching soul. It intensifies the loneliness, the regret, the sadness... every negative feeling that already has a tight grip on me. It's not like I want his pain, or anyone's pain for that matter. I have enough of my own. It's more like... I think I deserve it, you know? It kinda feels like the universe is punishing me, even though I know that's a messed up way of thinking. But I can't help it; it just seems like I've been singled out for a life of misery. It's like there's this cruel cosmic joke and I'm the punchline. Sometimes I think I've pushed everyone away because I'm just too much to handle. That's not fair to them, I know, but it's not like I planned on being this way. Every day just seems to be a battle, and honestly, I'm getting tired. I'm just so, so tired..."
